419 61724.480469
244.938416 252.000000 1.000000
8465.584961 3206.919434 0.500000
8051.028809 7247.789551 0.500000
3451.252197 6127.409668 0.500000
5623.425781 3855.425781 0.500000
3744.802002 4136.687988 0.500000
9220.343750 5092.180176 0.500000
1528.591553 4867.641113 0.500000
2534.350098 1198.053101 0.500000
1678.302490 3258.177490 0.500000
1202.947388 7929.598145 0.500000
5215.920410 6681.144531 0.500000
3062.081787 5106.558105 0.500000
5023.779297 7725.318848 0.500000
7782.099609 4240.931641 0.500000
4096.764160 7090.627930 0.500000
3622.402832 6435.943848 0.500000
815.143433 7542.143066 0.500000
977.009155 1627.574585 0.500000
8962.534180 2851.551514 0.500000
321.299316 3701.565918 0.500000
2488.604004 7708.593750 0.500000
8572.155273 2209.192871 0.500000
3848.297852 6065.062988 0.500000
6753.007812 4278.909668 0.500000
4468.237793 7405.495605 0.500000
7281.570801 2346.900146 0.500000
6477.499023 2891.828125 0.500000
1770.603149 3564.096436 0.500000
8356.487305 2706.593750 0.500000
8993.712891 2863.013672 0.500000
9620.257812 4724.457031 0.500000
8649.177734 3559.842041 0.500000
4078.970215 6490.958984 0.500000
9168.478516 3895.217041 0.500000
9558.534180 7314.041504 0.500000
8871.470703 5134.121582 0.500000
6275.101074 2321.636230 0.500000
3175.545166 3618.226318 0.500000
1984.684692 2283.945312 0.500000
4258.353027 1450.970581 0.500000
1146.965576 1110.900635 0.500000
7674.035645 7818.879883 0.500000
6919.051270 3119.467285 0.500000
3783.321289 2423.980713 0.500000
5926.476562 2035.352295 0.500000
7392.750000 1106.209961 0.500000
1752.011597 5946.498047 0.500000
9557.061523 536.358582 0.500000
1872.252075 2001.367188 0.500000
7397.772949 5255.075195 0.500000
6472.330566 6061.048828 0.500000
1462.058716 4189.880859 0.500000
816.644165 1724.765503 0.500000
8261.916016 4604.765137 0.500000
638.224854 1358.789307 0.500000
2151.465088 7078.333496 0.500000
10030.674805 548.297791 0.500000
840.698730 158.510483 0.500000
6019.855469 1535.068115 0.500000
4011.977539 7258.564453 0.500000
3688.308594 4442.013184 0.500000
4616.575684 5495.870605 0.500000
5393.425781 6041.979492 0.500000
9975.359375 4633.298340 0.500000
7548.262207 5039.044434 0.500000
7548.198242 6635.259277 0.500000
8794.107422 6618.064941 0.500000
7508.561035 7183.097656 0.500000
6744.632324 4010.583496 0.500000
8364.538086 7070.467773 0.500000
6574.100098 2063.720703 0.500000
2397.813721 5599.243164 0.500000
3387.245850 1933.915161 0.500000
6408.915527 1873.203979 0.500000
5193.612793 7715.090332 0.500000
5545.344727 5744.925781 0.500000
4804.329102 4754.921875 0.500000
4600.108887 2753.574951 0.500000
4437.213379 151.244171 0.500000
6065.425781 6635.296875 0.500000
6829.987793 3898.807617 0.500000
3150.698242 5688.825684 0.500000
